Timestamp              RA (HHMMSS)  DEC (DDMMSS)  Distance (km)
2020-11-29 00:30:00    004222       072113        78763907.158
2020-11-29 00:40:00    004223       072115        78772782.574
2020-11-29 00:50:00    004223       072118        78781658.476
2020-11-29 01:00:00    004224       072120        78790534.864
2020-11-29 01:10:00    004224       072123        78799411.737
2020-11-29 01:20:00    004225       072125        78808289.096
2020-11-29 01:30:00    004226       072127        78817166.941
2020-11-29 01:40:00    004226       072130        78826045.270
2020-11-29 01:50:00    004227       072132        78834924.086
2020-11-29 02:00:00    004227       072135        78843803.386
2020-11-29 02:10:00    004228       072137        78852683.172
2020-11-29 02:20:00    004229       072140        78861563.444
2020-11-29 02:30:00    004229       072142        78870444.201
2020-11-29 02:40:00    004230       072144        78879325.443
2020-11-29 02:50:00    004230       072147        78888207.170
2020-11-29 03:00:00    004231       072149        78897089.382
2020-11-29 03:10:00    004231       072152        78905972.080
2020-11-29 03:20:00    004232       072154        78914855.263
2020-11-29 03:30:00    004233       072157        78923738.930
2020-11-29 03:40:00    004233       072159        78932623.083
2020-11-29 03:50:00    004234       072201        78941507.721
2020-11-29 04:00:00    004234       072204        78950392.844
2020-11-29 04:10:00    004235       072206        78959278.452
2020-11-29 04:20:00    004235       072209        78968164.545
2020-11-29 04:30:00    004236       072211        78977051.123
2020-11-29 04:40:00    004237       072214        78985938.185
2020-11-29 04:50:00    004237       072216        78994825.733
2020-11-29 05:00:00    004238       072219        79003713.765
2020-11-29 05:10:00    004238       072221        79012602.282
2020-11-29 05:20:00    004239       072223        79021491.283
2020-11-29 05:30:00    004239       072226        79030380.770
2020-11-29 05:40:00    004240       072228        79039270.741
2020-11-29 05:50:00    004241       072231        79048161.196
2020-11-29 06:00:00    004241       072233        79057052.136
2020-11-29 06:10:00    004242       072236        79065943.561
2020-11-29 06:20:00    004242       072238        79074835.470
2020-11-29 06:30:00    004243       072240        79083727.864
2020-11-29 06:40:00    004244       072243        79092620.742
2020-11-29 06:50:00    004244       072245        79101514.105
2020-11-29 07:00:00    004245       072248        79110407.952
2020-11-29 07:10:00    004245       072250        79119302.283
2020-11-29 07:20:00    004246       072253        79128197.098
2020-11-29 07:30:00    004246       072255        79137092.398
2020-11-29 07:40:00    004247       072258        79145988.182
2020-11-29 07:50:00    004248       072300        79154884.450
2020-11-29 08:00:00    004248       072302        79163781.203
2020-11-29 08:10:00    004249       072305        79172678.439
2020-11-29 08:20:00    004249       072307        79181576.160
2020-11-29 08:30:00    004250       072310        79190474.364
2020-11-29 08:40:00    004250       072312        79199373.053
2020-11-29 08:50:00    004251       072315        79208272.226
2020-11-29 09:00:00    004252       072317        79217171.882
2020-11-29 09:10:00    004252       072320        79226072.023
2020-11-29 09:20:00    004253       072322        79234972.647
2020-11-29 09:30:00    004253       072324        79243873.755
2020-11-29 09:40:00    004254       072327        79252775.348
2020-11-29 09:50:00    004254       072329        79261677.423
2020-11-29 10:00:00    004255       072332        79270579.983
2020-11-29 10:10:00    004256       072334        79279483.026
2020-11-29 10:20:00    004256       072337        79288386.553
2020-11-29 10:30:00    004257       072339        79297290.564
2020-11-29 10:40:00    004257       072342        79306195.058
2020-11-29 10:50:00    004258       072344        79315100.036
2020-11-29 11:00:00    004259       072347        79324005.497
2020-11-29 11:10:00    004259       072349        79332911.442
2020-11-29 11:20:00    004260       072351        79341817.870
2020-11-29 11:30:00    004300       072354        79350724.782
2020-11-29 11:40:00    004301       072356        79359632.177
2020-11-29 11:50:00    004301       072359        79368540.056
2020-11-29 12:00:00    004302       072401        79377448.417
2020-11-29 12:10:00    004303       072404        79386357.263
2020-11-29 12:20:00    004303       072406        79395266.591
2020-11-29 12:30:00    004304       072409        79404176.402
2020-11-29 12:40:00    004304       072411        79413086.697
2020-11-29 12:50:00    004305       072414        79421997.475
2020-11-29 13:00:00    004305       072416        79430908.736
2020-11-29 13:10:00    004306       072418        79439820.480
2020-11-29 13:20:00    004307       072421        79448732.708
2020-11-29 13:30:00    004307       072423        79457645.418
2020-11-29 13:40:00    004308       072426        79466558.611
2020-11-29 13:50:00    004308       072428        79475472.287
2020-11-29 14:00:00    004309       072431        79484386.446
2020-11-29 14:10:00    004310       072433        79493301.088
2020-11-29 14:20:00    004310       072436        79502216.213
2020-11-29 14:30:00    004311       072438        79511131.821
2020-11-29 14:40:00    004311       072441        79520047.911
2020-11-29 14:50:00    004312       072443        79528964.485
2020-11-29 15:00:00    004312       072446        79537881.540
2020-11-29 15:10:00    004313       072448        79546799.079
2020-11-29 15:20:00    004314       072451        79555717.100
2020-11-29 15:30:00    004314       072453        79564635.604
2020-11-29 15:40:00    004315       072455        79573554.590
2020-11-29 15:50:00    004315       072458        79582474.059
2020-11-29 16:00:00    004316       072500        79591394.011
2020-11-29 16:10:00    004316       072503        79600314.445
2020-11-29 16:20:00    004317       072505        79609235.361
2020-11-29 16:30:00    004318       072508        79618156.760
2020-11-29 16:40:00    004318       072510        79627078.641
2020-11-29 16:50:00    004319       072513        79636001.005
2020-11-29 17:00:00    004319       072515        79644923.850
2020-11-29 17:10:00    004320       072518        79653847.178
2020-11-29 17:20:00    004321       072520        79662770.989
2020-11-29 17:30:00    004321       072523        79671695.281
2020-11-29 17:40:00    004322       072525        79680620.056
2020-11-29 17:50:00    004322       072528        79689545.313
2020-11-29 18:00:00    004323       072530        79698471.052
2020-11-29 18:10:00    004323       072532        79707397.272
2020-11-29 18:20:00    004324       072535        79716323.975
2020-11-29 18:30:00    004325       072537        79725251.160
2020-11-29 18:40:00    004325       072540        79734178.827
2020-11-29 18:50:00    004326       072542        79743106.976
2020-11-29 19:00:00    004326       072545        79752035.607
2020-11-29 19:10:00    004327       072547        79760964.720
2020-11-29 19:20:00    004328       072550        79769894.314
2020-11-29 19:30:00    004328       072552        79778824.390
2020-11-29 19:40:00    004329       072555        79787754.948
2020-11-29 19:50:00    004329       072557        79796685.988
2020-11-29 20:00:00    004330       072560        79805617.510
2020-11-29 20:10:00    004330       072602        79814549.513
2020-11-29 20:20:00    004331       072605        79823481.997
2020-11-29 20:30:00    004332       072607        79832414.964
2020-11-29 20:40:00    004332       072610        79841348.411
2020-11-29 20:50:00    004333       072612        79850282.341
2020-11-29 21:00:00    004333       072615        79859216.752
2020-11-29 21:10:00    004334       072617        79868151.644
2020-11-29 21:20:00    004335       072620        79877087.018
2020-11-29 21:30:00    004335       072622        79886022.873
2020-11-29 21:40:00    004336       072625        79894959.209
2020-11-29 21:50:00    004336       072627        79903896.027
2020-11-29 22:00:00    004337       072629        79912833.326
2020-11-29 22:10:00    004337       072632        79921771.107
2020-11-29 22:20:00    004338       072634        79930709.368
2020-11-29 22:30:00    004339       072637        79939648.111
2020-11-29 22:40:00    004339       072639        79948587.335
2020-11-29 22:50:00    004340       072642        79957527.040
2020-11-29 23:00:00    004340       072644        79966467.226
2020-11-29 23:10:00    004341       072647        79975407.893
2020-11-29 23:20:00    004341       072649        79984349.041
2020-11-29 23:30:00    004342       072652        79993290.670
2020-11-29 23:40:00    004343       072654        80002232.780
2020-11-29 23:50:00    004343       072657        80011175.371
2020-11-30 00:00:00    004344       072659        80020118.443
2020-11-30 00:10:00    004344       072702        80029061.996
2020-11-30 00:20:00    004345       072704        80038006.030
2020-11-30 00:30:00    004346       072707        80046950.544
2020-11-30 00:40:00    004346       072709        80055895.539
2020-11-30 00:50:00    004347       072712        80064841.015
2020-11-30 01:00:00    004347       072714        80073786.971
2020-11-30 01:10:00    004348       072717        80082733.408
2020-11-30 01:20:00    004348       072719        80091680.326
2020-11-30 01:30:00    004349       072722        80100627.724
2020-11-30 01:40:00    004350       072724        80109575.603
2020-11-30 01:50:00    004350       072727        80118523.963
2020-11-30 02:00:00    004351       072729        80127472.803
2020-11-30 02:10:00    004351       072732        80136422.123
2020-11-30 02:20:00    004352       072734        80145371.924
2020-11-30 02:30:00    004353       072737        80154322.205
2020-11-30 02:40:00    004353       072739        80163272.966
2020-11-30 02:50:00    004354       072742        80172224.208
2020-11-30 03:00:00    004354       072744        80181175.930
2020-11-30 03:10:00    004355       072747        80190128.132
2020-11-30 03:20:00    004355       072749        80199080.815
2020-11-30 03:30:00    004356       072752        80208033.977
2020-11-30 03:40:00    004357       072754        80216987.620
2020-11-30 03:50:00    004357       072757        80225941.743
2020-11-30 04:00:00    004358       072759        80234896.346
2020-11-30 04:10:00    004358       072802        80243851.429
2020-11-30 04:20:00    004359       072804        80252806.992
2020-11-30 04:30:00    004360       072807        80261763.035
2020-11-30 04:40:00    004400       072809        80270719.558
2020-11-30 04:50:00    004401       072812        80279676.561
2020-11-30 05:00:00    004401       072814        80288634.044
2020-11-30 05:10:00    004402       072817        80297592.006
2020-11-30 05:20:00    004402       072819        80306550.449
2020-11-30 05:30:00    004403       072822        80315509.371
2020-11-30 05:40:00    004404       072824        80324468.773
2020-11-30 05:50:00    004404       072827        80333428.654
2020-11-30 06:00:00    004405       072829        80342389.016
2020-11-30 06:10:00    004405       072832        80351349.857
2020-11-30 06:20:00    004406       072834        80360311.177
2020-11-30 06:30:00    004407       072837        80369272.977
2020-11-30 06:40:00    004407       072839        80378235.257
2020-11-30 06:50:00    004408       072842        80387198.016
2020-11-30 07:00:00    004408       072844        80396161.255
2020-11-30 07:10:00    004409       072847        80405124.973
2020-11-30 07:20:00    004410       072849        80414089.171
2020-11-30 07:30:00    004410       072852        80423053.848
2020-11-30 07:40:00    004411       072854        80432019.004
2020-11-30 07:50:00    004411       072857        80440984.639
2020-11-30 08:00:00    004412       072859        80449950.754
2020-11-30 08:10:00    004412       072902        80458917.348
2020-11-30 08:20:00    004413       072904        80467884.422
2020-11-30 08:30:00    004414       072907        80476851.974
2020-11-30 08:40:00    004414       072909        80485820.006
2020-11-30 08:50:00    004415       072912        80494788.517
2020-11-30 09:00:00    004415       072914        80503757.507
2020-11-30 09:10:00    004416       072917        80512726.976
2020-11-30 09:20:00    004417       072919        80521696.923
2020-11-30 09:30:00    004417       072922        80530667.350
2020-11-30 09:40:00    004418       072924        80539638.256
2020-11-30 09:50:00    004418       072927        80548609.641
2020-11-30 10:00:00    004419       072929        80557581.505
2020-11-30 10:10:00    004419       072932        80566553.847
2020-11-30 10:20:00    004420       072934        80575526.668
2020-11-30 10:30:00    004421       072937        80584499.969
2020-11-30 10:40:00    004421       072939        80593473.747
2020-11-30 10:50:00    004422       072942        80602448.005
2020-11-30 11:00:00    004422       072944        80611422.741
2020-11-30 11:10:00    004423       072947        80620397.956
2020-11-30 11:20:00    004424       072949        80629373.650
2020-11-30 11:30:00    004424       072952        80638349.822
2020-11-30 11:40:00    004425       072955        80647326.472
2020-11-30 11:50:00    004425       072957        80656303.602
2020-11-30 12:00:00    004426       072960        80665281.209
2020-11-30 12:10:00    004426       073002        80674259.295
2020-11-30 12:20:00    004427       073005        80683237.860
2020-11-30 12:30:00    004428       073007        80692216.903
2020-11-30 12:40:00    004428       073010        80701196.424
2020-11-30 12:50:00    004429       073012        80710176.424
2020-11-30 13:00:00    004429       073015        80719156.902
2020-11-30 13:10:00    004430       073017        80728137.858
2020-11-30 13:20:00    004431       073020        80737119.292
2020-11-30 13:30:00    004431       073022        80746101.205
2020-11-30 13:40:00    004432       073025        80755083.596
2020-11-30 13:50:00    004432       073027        80764066.465
2020-11-30 14:00:00    004433       073030        80773049.812
2020-11-30 14:10:00    004434       073032        80782033.637
2020-11-30 14:20:00    004434       073035        80791017.940
2020-11-30 14:30:00    004435       073037        80800002.721
2020-11-30 14:40:00    004435       073040        80808987.980
2020-11-30 14:50:00    004436       073042        80817973.717
2020-11-30 15:00:00    004436       073045        80826959.932
2020-11-30 15:10:00    004437       073048        80835946.624
2020-11-30 15:20:00    004438       073050        80844933.795
2020-11-30 15:30:00    004438       073053        80853921.443
2020-11-30 15:40:00    004439       073055        80862909.569
2020-11-30 15:50:00    004439       073058        80871898.173
2020-11-30 16:00:00    004440       073100        80880887.255
2020-11-30 16:10:00    004441       073103        80889876.814
2020-11-30 16:20:00    004441       073105        80898866.851
2020-11-30 16:30:00    004442       073108        80907857.365
2020-11-30 16:40:00    004442       073110        80916848.357
2020-11-30 16:50:00    004443       073113        80925839.827
2020-11-30 17:00:00    004444       073115        80934831.774
2020-11-30 17:10:00    004444       073118        80943824.198
2020-11-30 17:20:00    004445       073120        80952817.100
2020-11-30 17:30:00    004445       073123        80961810.480
2020-11-30 17:40:00    004446       073125        80970804.337
2020-11-30 17:50:00    004446       073128        80979798.671
2020-11-30 18:00:00    004447       073131        80988793.482
2020-11-30 18:10:00    004448       073133        80997788.771
2020-11-30 18:20:00    004448       073136        81006784.537
2020-11-30 18:30:00    004449       073138        81015780.780
2020-11-30 18:40:00    004449       073141        81024777.500
2020-11-30 18:50:00    004450       073143        81033774.698
2020-11-30 19:00:00    004451       073146        81042772.372
2020-11-30 19:10:00    004451       073148        81051770.524
2020-11-30 19:20:00    004452       073151        81060769.153
2020-11-30 19:30:00    004452       073153        81069768.259
2020-11-30 19:40:00    004453       073156        81078767.841
2020-11-30 19:50:00    004454       073158        81087767.901
2020-11-30 20:00:00    004454       073201        81096768.438
2020-11-30 20:10:00    004455       073204        81105769.451
2020-11-30 20:20:00    004455       073206        81114770.941
2020-11-30 20:30:00    004456       073209        81123772.909
2020-11-30 20:40:00    004456       073211        81132775.353
2020-11-30 20:50:00    004457       073214        81141778.273
2020-11-30 21:00:00    004458       073216        81150781.671
2020-11-30 21:10:00    004458       073219        81159785.545
2020-11-30 21:20:00    004459       073221        81168789.896
2020-11-30 21:30:00    004459       073224        81177794.723
2020-11-30 21:40:00    004500       073226        81186800.027
2020-11-30 21:50:00    004501       073229        81195805.808
2020-11-30 22:00:00    004501       073231        81204812.065
2020-11-30 22:10:00    004502       073234        81213818.799
2020-11-30 22:20:00    004502       073237        81222826.009
2020-11-30 22:30:00    004503       073239        81231833.695
2020-11-30 22:40:00    004504       073242        81240841.858
2020-11-30 22:50:00    004504       073244        81249850.498
2020-11-30 23:00:00    004505       073247        81258859.613
2020-11-30 23:10:00    004505       073249        81267869.205
2020-11-30 23:20:00    004506       073252        81276879.273
2020-11-30 23:30:00    004506       073254        81285889.818
2020-11-30 23:40:00    004507       073257        81294900.839
2020-11-30 23:50:00    004508       073259        81303912.335
2020-12-01 00:00:00    004508       073302        81312924.308
2020-12-01 00:10:00    004509       073305        81321936.758
2020-12-01 00:20:00    004509       073307        81330949.683
2020-12-01 00:30:00    004510       073310        81339963.084
2020-12-01 00:40:00    004511       073312        81348976.961
2020-12-01 00:50:00    004511       073315        81357991.315
2020-12-01 01:00:00    004512       073317        81367006.144
2020-12-01 01:10:00    004512       073320        81376021.449
2020-12-01 01:20:00    004513       073322        81385037.230
2020-12-01 01:30:00    004514       073325        81394053.487
2020-12-01 01:40:00    004514       073328        81403070.219
2020-12-01 01:50:00    004515       073330        81412087.428
2020-12-01 02:00:00    004515       073333        81421105.112
2020-12-01 02:10:00    004516       073335        81430123.272
2020-12-01 02:20:00    004517       073338        81439141.908
2020-12-01 02:30:00    004517       073340        81448161.019
2020-12-01 02:40:00    004518       073343        81457180.606
2020-12-01 02:50:00    004518       073345        81466200.669
2020-12-01 03:00:00    004519       073348        81475221.207
2020-12-01 03:10:00    004519       073351        81484242.220
2020-12-01 03:20:00    004520       073353        81493263.710
2020-12-01 03:30:00    004521       073356        81502285.674
2020-12-01 03:40:00    004521       073358        81511308.114
2020-12-01 03:50:00    004522       073401        81520331.030
2020-12-01 04:00:00    004522       073403        81529354.421
2020-12-01 04:10:00    004523       073406        81538378.287
2020-12-01 04:20:00    004524       073408        81547402.628
2020-12-01 04:30:00    004524       073411        81556427.445
2020-12-01 04:40:00    004525       073414        81565452.737
2020-12-01 04:50:00    004525       073416        81574478.504
2020-12-01 05:00:00    004526       073419        81583504.747
2020-12-01 05:10:00    004527       073421        81592531.464
2020-12-01 05:20:00    004527       073424        81601558.657
2020-12-01 05:30:00    004528       073426        81610586.325
2020-12-01 05:40:00    004528       073429        81619614.468
2020-12-01 05:50:00    004529       073432        81628643.086
2020-12-01 06:00:00    004530       073434        81637672.179
2020-12-01 06:10:00    004530       073437        81646701.746
2020-12-01 06:20:00    004531       073439        81655731.789
2020-12-01 06:30:00    004531       073442        81664762.307
2020-12-01 06:40:00    004532       073444        81673793.299
2020-12-01 06:50:00    004532       073447        81682824.767
2020-12-01 07:00:00    004533       073450        81691856.709
2020-12-01 07:10:00    004534       073452        81700889.126
2020-12-01 07:20:00    004534       073455        81709922.017
2020-12-01 07:30:00    004535       073457        81718955.384
2020-12-01 07:40:00    004535       073460        81727989.225
2020-12-01 07:50:00    004536       073502        81737023.540
2020-12-01 08:00:00    004537       073505        81746058.331
2020-12-01 08:10:00    004537       073507        81755093.595
2020-12-01 08:20:00    004538       073510        81764129.335
2020-12-01 08:30:00    004538       073513        81773165.549
2020-12-01 08:40:00    004539       073515        81782202.237
2020-12-01 08:50:00    004540       073518        81791239.400
2020-12-01 09:00:00    004540       073520        81800277.037
2020-12-01 09:10:00    004541       073523        81809315.149
2020-12-01 09:20:00    004541       073525        81818353.735
2020-12-01 09:30:00    004542       073528        81827392.795
2020-12-01 09:40:00    004543       073531        81836432.330
2020-12-01 09:50:00    004543       073533        81845472.339
2020-12-01 10:00:00    004544       073536        81854512.822
2020-12-01 10:10:00    004544       073538        81863553.779
2020-12-01 10:20:00    004545       073541        81872595.210
2020-12-01 10:30:00    004546       073544        81881637.116
2020-12-01 10:40:00    004546       073546        81890679.496
2020-12-01 10:50:00    004547       073549        81899722.350
2020-12-01 11:00:00    004547       073551        81908765.677
2020-12-01 11:10:00    004548       073554        81917809.479
2020-12-01 11:20:00    004548       073556        81926853.755
2020-12-01 11:30:00    004549       073559        81935898.505
2020-12-01 11:40:00    004550       073602        81944943.728
2020-12-01 11:50:00    004550       073604        81953989.426
2020-12-01 12:00:00    004551       073607        81963035.597
2020-12-01 12:10:00    004551       073609        81972082.242
2020-12-01 12:20:00    004552       073612        81981129.361
2020-12-01 12:30:00    004553       073614        81990176.954
2020-12-01 12:40:00    004553       073617        81999225.021
2020-12-01 12:50:00    004554       073620        82008273.561
2020-12-01 13:00:00    004554       073622        82017322.574
2020-12-01 13:10:00    004555       073625        82026372.062
2020-12-01 13:20:00    004556       073627        82035422.023
2020-12-01 13:30:00    004556       073630        82044472.457
2020-12-01 13:40:00    004557       073633        82053523.366
2020-12-01 13:50:00    004557       073635        82062574.747
2020-12-01 14:00:00    004558       073638        82071626.602
2020-12-01 14:10:00    004559       073640        82080678.931
2020-12-01 14:20:00    004559       073643        82089731.733
2020-12-01 14:30:00    004560       073645        82098785.008
2020-12-01 14:40:00    004600       073648        82107838.757
2020-12-01 14:50:00    004601       073651        82116892.979
2020-12-01 15:00:00    004602       073653        82125947.674
2020-12-01 15:10:00    004602       073656        82135002.842
2020-12-01 15:20:00    004603       073658        82144058.484
2020-12-01 15:30:00    004603       073701        82153114.599
2020-12-01 15:40:00    004604       073704        82162171.187
2020-12-01 15:50:00    004605       073706        82171228.248
2020-12-01 16:00:00    004605       073709        82180285.782
2020-12-01 16:10:00    004606       073711        82189343.790
2020-12-01 16:20:00    004606       073714        82198402.270
2020-12-01 16:30:00    004607       073717        82207461.224
2020-12-01 16:40:00    004607       073719        82216520.650
2020-12-01 16:50:00    004608       073722        82225580.549
2020-12-01 17:00:00    004609       073724        82234640.921
2020-12-01 17:10:00    004609       073727        82243701.766
2020-12-01 17:20:00    004610       073729        82252763.084
2020-12-01 17:30:00    004610       073732        82261824.875
2020-12-01 17:40:00    004611       073735        82270887.138
2020-12-01 17:50:00    004612       073737        82279949.874
2020-12-01 18:00:00    004612       073740        82289013.083
2020-12-01 18:10:00    004613       073742        82298076.765
2020-12-01 18:20:00    004613       073745        82307140.919
2020-12-01 18:30:00    004614       073748        82316205.546
2020-12-01 18:40:00    004615       073750        82325270.646
2020-12-01 18:50:00    004615       073753        82334336.218
2020-12-01 19:00:00    004616       073755        82343402.262
2020-12-01 19:10:00    004616       073758        82352468.779
2020-12-01 19:20:00    004617       073801        82361535.769
2020-12-01 19:30:00    004618       073803        82370603.231
2020-12-01 19:40:00    004618       073806        82379671.165
2020-12-01 19:50:00    004619       073808        82388739.572
2020-12-01 20:00:00    004619       073811        82397808.451
2020-12-01 20:10:00    004620       073814        82406877.802
2020-12-01 20:20:00    004621       073816        82415947.626
2020-12-01 20:30:00    004621       073819        82425017.922
2020-12-01 20:40:00    004622       073821        82434088.690
2020-12-01 20:50:00    004622       073824        82443159.930
2020-12-01 21:00:00    004623       073827        82452231.642
2020-12-01 21:10:00    004624       073829        82461303.827
2020-12-01 21:20:00    004624       073832        82470376.484
2020-12-01 21:30:00    004625       073834        82479449.612
2020-12-01 21:40:00    004625       073837        82488523.213
2020-12-01 21:50:00    004626       073840        82497597.286
2020-12-01 22:00:00    004627       073842        82506671.830
2020-12-01 22:10:00    004627       073845        82515746.847
2020-12-01 22:20:00    004628       073847        82524822.336
2020-12-01 22:30:00    004628       073850        82533898.296
2020-12-01 22:40:00    004629       073853        82542974.728
2020-12-01 22:50:00    004630       073855        82552051.632
2020-12-01 23:00:00    004630       073858        82561129.008
2020-12-01 23:10:00    004631       073900        82570206.856
2020-12-01 23:20:00    004631       073903        82579285.175
2020-12-01 23:30:00    004632       073906        82588363.966
2020-12-01 23:40:00    004633       073908        82597443.229
2020-12-01 23:50:00    004633       073911        82606522.963
2020-12-02 00:00:00    004634       073914        82615603.169
2020-12-02 00:10:00    004634       073916        82624683.846
2020-12-02 00:20:00    004635       073919        82633764.995
2020-12-02 00:30:00    004636       073921        82642846.615
2020-12-02 00:40:00    004636       073924        82651928.707
2020-12-02 00:50:00    004637       073927        82661011.271
2020-12-02 01:00:00    004637       073929        82670094.305
2020-12-02 01:10:00    004638       073932        82679177.811
2020-12-02 01:20:00    004638       073934        82688261.789
2020-12-02 01:30:00    004639       073937        82697346.238
2020-12-02 01:40:00    004640       073940        82706431.158
2020-12-02 01:50:00    004640       073942        82715516.549
2020-12-02 02:00:00    004641       073945        82724602.411
2020-12-02 02:10:00    004641       073947        82733688.745
2020-12-02 02:20:00    004642       073950        82742775.550
2020-12-02 02:30:00    004643       073953        82751862.826
2020-12-02 02:40:00    004643       073955        82760950.573
2020-12-02 02:50:00    004644       073958        82770038.791
2020-12-02 03:00:00    004644       074001        82779127.480
2020-12-02 03:10:00    004645       074003        82788216.641
2020-12-02 03:20:00    004646       074006        82797306.272
2020-12-02 03:30:00    004646       074008        82806396.374
2020-12-02 03:40:00    004647       074011        82815486.947
2020-12-02 03:50:00    004647       074014        82824577.991
2020-12-02 04:00:00    004648       074016        82833669.505
2020-12-02 04:10:00    004649       074019        82842761.491
2020-12-02 04:20:00    004649       074022        82851853.947
2020-12-02 04:30:00    004650       074024        82860946.874
2020-12-02 04:40:00    004650       074027        82870040.272
2020-12-02 04:50:00    004651       074029        82879134.140
2020-12-02 05:00:00    004652       074032        82888228.480
2020-12-02 05:10:00    004652       074035        82897323.289
2020-12-02 05:20:00    004653       074037        82906418.570
2020-12-02 05:30:00    004653       074040        82915514.321
2020-12-02 05:40:00    004654       074042        82924610.542
2020-12-02 05:50:00    004655       074045        82933707.234
2020-12-02 06:00:00    004655       074048        82942804.396
2020-12-02 06:10:00    004656       074050        82951902.029
2020-12-02 06:20:00    004656       074053        82961000.133
2020-12-02 06:30:00    004657       074056        82970098.706
2020-12-02 06:40:00    004658       074058        82979197.750
2020-12-02 06:50:00    004658       074101        82988297.265
2020-12-02 07:00:00    004659       074103        82997397.249
2020-12-02 07:10:00    004659       074106        83006497.704
2020-12-02 07:20:00    004700       074109        83015598.629
2020-12-02 07:30:00    004701       074111        83024700.025
2020-12-02 07:40:00    004701       074114        83033801.890
2020-12-02 07:50:00    004702       074117        83042904.226
2020-12-02 08:00:00    004702       074119        83052007.032
2020-12-02 08:10:00    004703       074122        83061110.307
2020-12-02 08:20:00    004704       074124        83070214.053
2020-12-02 08:30:00    004704       074127        83079318.269
2020-12-02 08:40:00    004705       074130        83088422.955
2020-12-02 08:50:00    004705       074132        83097528.111
2020-12-02 09:00:00    004706       074135        83106633.736
2020-12-02 09:10:00    004707       074138        83115739.832
2020-12-02 09:20:00    004707       074140        83124846.398
2020-12-02 09:30:00    004708       074143        83133953.433
2020-12-02 09:40:00    004708       074146        83143060.938
2020-12-02 09:50:00    004709       074148        83152168.913
2020-12-02 10:00:00    004710       074151        83161277.357
2020-12-02 10:10:00    004710       074153        83170386.272
2020-12-02 10:20:00    004711       074156        83179495.656
2020-12-02 10:30:00    004711       074159        83188605.509
2020-12-02 10:40:00    004712       074201        83197715.832
2020-12-02 10:50:00    004713       074204        83206826.625
2020-12-02 11:00:00    004713       074207        83215937.888
2020-12-02 11:10:00    004714       074209        83225049.619
2020-12-02 11:20:00    004714       074212        83234161.821
2020-12-02 11:30:00    004715       074215        83243274.492
2020-12-02 11:40:00    004716       074217        83252387.632
2020-12-02 11:50:00    004716       074220        83261501.242
2020-12-02 12:00:00    004717       074222        83270615.321
2020-12-02 12:10:00    004717       074225        83279729.869
2020-12-02 12:20:00    004718       074228        83288844.887
2020-12-02 12:30:00    004719       074230        83297960.374
2020-12-02 12:40:00    004719       074233        83307076.330
2020-12-02 12:50:00    004720       074236        83316192.755
2020-12-02 13:00:00    004720       074238        83325309.650
2020-12-02 13:10:00    004721       074241        83334427.013
2020-12-02 13:20:00    004722       074244        83343544.846
2020-12-02 13:30:00    004722       074246        83352663.148
2020-12-02 13:40:00    004723       074249        83361781.919
2020-12-02 13:50:00    004723       074251        83370901.159
2020-12-02 14:00:00    004724       074254        83380020.868
2020-12-02 14:10:00    004725       074257        83389141.046
2020-12-02 14:20:00    004725       074259        83398261.693
2020-12-02 14:30:00    004726       074302        83407382.809
2020-12-02 14:40:00    004726       074305        83416504.394
2020-12-02 14:50:00    004727       074307        83425626.447
2020-12-02 15:00:00    004728       074310        83434748.969
2020-12-02 15:10:00    004728       074313        83443871.961
2020-12-02 15:20:00    004729       074315        83452995.420
2020-12-02 15:30:00    004729       074318        83462119.349
2020-12-02 15:40:00    004730       074321        83471243.746
2020-12-02 15:50:00    004731       074323        83480368.612
2020-12-02 16:00:00    004731       074326        83489493.947
2020-12-02 16:10:00    004732       074329        83498619.750
2020-12-02 16:20:00    004732       074331        83507746.022
2020-12-02 16:30:00    004733       074334        83516872.762
2020-12-02 16:40:00    004734       074336        83525999.971
2020-12-02 16:50:00    004734       074339        83535127.648
2020-12-02 17:00:00    004735       074342        83544255.794
2020-12-02 17:10:00    004735       074344        83553384.408
2020-12-02 17:20:00    004736       074347        83562513.491
2020-12-02 17:30:00    004737       074350        83571643.042
2020-12-02 17:40:00    004737       074352        83580773.061
2020-12-02 17:50:00    004738       074355        83589903.548
2020-12-02 18:00:00    004738       074358        83599034.504
2020-12-02 18:10:00    004739       074400        83608165.928
2020-12-02 18:20:00    004740       074403        83617297.820
2020-12-02 18:30:00    004740       074406        83626430.181
2020-12-02 18:40:00    004741       074408        83635563.009
2020-12-02 18:50:00    004741       074411        83644696.306
2020-12-02 19:00:00    004742       074414        83653830.071
2020-12-02 19:10:00    004743       074416        83662964.303
2020-12-02 19:20:00    004743       074419        83672099.004
2020-12-02 19:30:00    004744       074422        83681234.173
2020-12-02 19:40:00    004745       074424        83690369.810
2020-12-02 19:50:00    004745       074427        83699505.914
2020-12-02 20:00:00    004746       074430        83708642.487
2020-12-02 20:10:00    004746       074432        83717779.527
2020-12-02 20:20:00    004747       074435        83726917.036
2020-12-02 20:30:00    004748       074438        83736055.012
2020-12-02 20:40:00    004748       074440        83745193.456
2020-12-02 20:50:00    004749       074443        83754332.367
2020-12-02 21:00:00    004749       074446        83763471.747
2020-12-02 21:10:00    004750       074448        83772611.594
2020-12-02 21:20:00    004751       074451        83781751.908
